material,particle,form,A,B,a,b1,b2,E0,fit_min_mev,fit_max_mev,n_used,n_excluded_low,n_excluded_saturated,quantile,quantile_multiplier,min_fit_to_quantile_ratio,min_ratio_e_mev,generated_at_utc
water,mu-,A*E^B,6.122104,0.978952,,,,,500,50000,21,8,5,0.9999,1.1,1.0742,3500,2026-05-13T11:14:34+00:00
